DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTF1A,PARTF1B,PARTF1C,PARTF1D,PARTF1DOTH,PARTF1E,PARTF2A,PARTF2B,PARTF2C,PARTF2C1,PARTF2C2,PARTF2C3,PARTF2C4,PARTF3A,PARTF3B,PARTF3C,PARTF3D,PARTF4A,PARTF4A1,PARTF4A2,PARTF4A3,PARTF4B,PARTF4B1,PARTF4B2,PARTF4B3,PARTF4C,PARTF4C1,PARTF4C2,PARTF4C3,PARTF4C4,PARTF5A,PARTF5AOTH,PARTF5B,PARTF5C,PARTF5C1,PARTF5C2,PARTF5C3,PARTF5C4,PARTF6A,PARTF6B,PARTF6C,PARTF6D,PARTF6E,PARTGMBA,PARTGMRC,PARTGTOTMILES
03/01/22,2020,20211340,39686,30585,SELKIRK COGEN PROJECT,Natural Gas,INTRASTATE,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210297,38563,30588,ENERFIN RESOURCES I LIMITED PARTNERSHIP,Natural Gas,INTRASTATE,OKLAHOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211133,39762,30630,"OKTEX PIPELINE COMPANY, LLC",Natural Gas,INTERSTATE,,2.29,2.29,0,0,,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4.58,0,0,0,0,0,0,0
03/01/22,2020,20211011,39324,30666,"ENMARK ENERGY, INC",Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20211011,39324,30666,"ENMARK ENERGY, INC",Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20211011,39324,30666,"ENMARK ENERGY, INC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2020,20211011,39324,30666,"ENMARK ENERGY, INC",Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210258,38504,30679,NORTH COUNTRY GAS PIPELINE,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210637,38924,30683,WESTLAKE PETROCHEMICALS LLC,Hydrogen Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210636,38923,30683,WESTLAKE PETROCHEMICALS LLC,Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210635,38922,30683,WESTLAKE PETROCHEMICALS LLC,Other Gas-Ethylene Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210646,38933,30711,HILCORP ENERGY COMPANY,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210646,38933,30711,HILCORP ENERGY COMPANY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210487,38764,30749,SACRAMENTO MUNICIPAL UTILITY DISTRICT,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0
03/01/22,2020,20210656,38949,30750,MIDAMERICAN ENERGY COMPANY,Natural Gas,INTRASTATE,ILLINOIS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210656,38949,30750,MIDAMERICAN ENERGY COMPANY,Natural Gas,INTRASTATE,IOWA,29.48,29.48,12.94,0,,71.9,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,71.9,33,0,0,0,0,7.452,7.452
03/01/22,2020,20211230,39553,30769,SPIRE MISSOURI INC. WEST,Natural Gas,INTRASTATE,MISSOURI,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20211029,39342,30772,"NATURAL GAS OF KENTUCKY, INC.",Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,survey,0,,,,,,31,0,,,,0,0,0
03/01/22,2020,20210453,38728,30782,HARVEST MIDSTREAM COMPANY,Natural Gas,INTRASTATE,NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2020,20211272,39597,30785,GATEWAY PIPELINE COMPANY,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210895,39203,30786,LEE 8 STORAGE PARTNERSHIP,Natural Gas,INTRASTATE,MICHIGAN,11.72,11.72,0,0,,23.44,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,23.44,0,,,,,,
03/01/22,2020,20210599,38884,30788,HAVRE PIPELINE COMPANY,Natural Gas,INTRASTATE,MONTANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,,,,,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20211136,39456,30801,"TOTAL GAS PIPELINE USA, INC",Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210894,39202,30825,CITGO PETROLEUM CORPORATION (REFINERY),Hydrogen Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210893,39201,30825,CITGO PETROLEUM CORPORATION (REFINERY),Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2020,20210847,39147,30826,WILLIAMS FIELD SERVICES,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210911,39219,30838,TUSCARORA GAS TRANSMISSION COMPANY,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210097,38330,30839,"WALDEN, TOWN OF",Natural Gas,INTRASTATE,COLORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210097,38330,30839,"WALDEN, TOWN OF",Natural Gas,INTRASTATE,WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211050,39364,30850,LANXESS CORP.,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2020,20210383,38653,30851,ALBEMARLE CORPORATION,Natural Gas,INTRASTATE,ARKANSAS,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,0,0
3/1/2022,2020,20210272,38528,30851,ALBEMARLE CORPORATION,Other Gas-Anhydrous HCL,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,External visual (pipeline above ground),4,,,,,,2.5,4,,,,0,0,0
3/1/2022,2020,20210922,39231,30910,K O TRANSMISSION COMPANY,Natural Gas,INTERSTATE,,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20211163,39483,30919,PEABODY MUNICIPAL LIGHT PLANT,Natural Gas,INTRASTATE,MASSACHUSETTS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210506,38785,30930,KNG ENERGY INC,Natural Gas,INTRASTATE,OHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.692,RMLD-IS,0,,,,,,11.692,0,,,,0,0,0
3/1/2022,2020,20210787,39087,30940,"WILLIAMS ENERGY, LLC",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20211019,39332,30941,WESTLAKE PVC CORPORATION,Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210842,39142,30943,CLE INTRASTATE PIPELINE INC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210048,38274,30944,"MONUMENT CHEMICAL KENTUCKY, LLC",Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210266,38512,30946,"BBT ALABAMA INTRASTATE, LLC",Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20211201,39522,30952,PHILLIPS UTILITY GAS CORPORATION,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210643,38930,30959,THE DOW CHEMICAL COMPANY,Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,0,0,,,,,,
3/1/2022,2020,20210770,39659,30959,THE DOW CHEMICAL COMPANY,Other Gas-Ethylene,INTRASTATE,TEXAS,6.96,6.96,0,0,,13.92,52,52,0,0,0,0,0,0.47,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14.49,52,0,52,0,1.04,6.9,7.94
3/1/2022,2020,20210729,39023,30959,THE DOW CHEMICAL COMPANY,Other Gas-Fuel Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210728,39022,30959,THE DOW CHEMICAL COMPANY,Other Gas-Off Gas,INTRASTATE,TEXAS,5.2,5.2,0,0,,10.4,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10.4,82,0,82,0,0,5.2,5.2
3/1/2022,2020,20210727,39021,30959,THE DOW CHEMICAL COMPANY,Other Gas-Residual Gas,INTRASTATE,TEXAS,4.65,4.65,,,,9.3,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9.3,210,0,0,0,0,4.65,4.65
3/1/2022,2020,20210531,38813,30963,"SALTVILLE GAS STORAGE COMPANY, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,,9.8,9.8,0,9.8,IMU,29.4,12,16,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,29.4,16,,,,0,0,0
3/1/2022,2020,20210813,39113,30965,BULLDOG GAS & POWER LLC,Landfill Gas,INTRASTATE,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210416,38687,30984,"BRYAN, CITY OF",Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20211400,39818,30994,"HOLLAND, CITY OF - BOARD OF PUBLIC WORKS",Natural Gas,INTRASTATE,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210192,38438,31000,EAST KENTUCKY POWER CORPORATION,Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210366,38636,31007,ADM CORN PROCESSING DIVISION-NW GAS CONTRACTED,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,,0,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210458,38733,31023,CITGO REFINING & CHEMICAL CO. L.P.,Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20211251,39574,31024,CENTRA PIPELINE MINNESOTA INC.,Natural Gas,INTERSTATE,,0,0,0,0,,0,1,1,,,,,,0,0,0,0,0.424,0.424,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.424,1,0,0,0,0,0.424,0.424
3/1/2022,2020,20211209,39530,31039,LOCKPORT COGENERATION FACILITY,Natural Gas,INTRASTATE,NEW YORK,0.581,,,,,0.581,,,,,,,,,,,,0.581,0.581,,,,,,,,,,,,0.581,annual leak survey,,,,,,,1.743,,,,,0,0,0
3/1/2022,2020,20210184,38430,31044,"LOWER VALLEY ENERGY, INC.",Natural Gas,INTRASTATE,WYOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Leak Survey,,,,,,,65,,,,,0,9,9
3/1/2022,2020,20210238,38484,31067,AERA ENERGY LLC,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20211373,39760,31068,SEAL BEACH GAS PROCESSING VENTURE,Natural Gas,INTRASTATE,CALIFORNIA,2.15,,,,,2.15,0,0,,,,,,,,,,,,,,,,,,,,,,,1.44,Visual,,,,,,,3.59,0,,,,0,0,0
3/1/2022,2020,20210798,39098,31075,E&B NATURAL RESOURCES MANAGEMENT CORP,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210276,38542,31093,CITY OF FOSSTON MUNICIPAL GAS,Other Gas-Methane,INTRASTATE,MINNESOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20211052,39367,31096,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,Natural Gas,INTRASTATE,WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210441,38715,31100,DANISCO CULTOR USA INC,Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210753,39051,31130,DCP MIDSTREAM,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,none,0,,,,,,0,0,,,,,,
3/1/2022,2020,20210753,39051,31130,DCP MIDSTREAM,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022,2020,20210753,39051,31130,DCP MIDSTREAM,Natural Gas,INTRASTATE,TEXAS,73.48,73.48,0,0,,146.96,16,4,,,,,,29.29,0,,,0.34,0.17,0.17,0,0,0,0,0,,,,,,0,none,0,,,,,,176.59,4,,,,,,
3/1/2022,2020,20211265,39589,31142,NORTH SLOPE BOROUGH ENERGY MANAGEMENT,Natural Gas,INTRASTATE,ALASKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210912,39753,31145,PORTLAND NATURAL GAS TRANSMISSION SYSTEM,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210542,38824,31159,"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",Natural Gas,INTRASTATE,KANSAS,26.88,30.88,,,,57.76,21,21,0,0,0,0,0,0,0,0,0,78,78,0,0,6,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,135.76,27,0,0,0,0,0,0
3/1/2022,2020,20210769,39068,31178,XTO ENERGY INC,Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210428,38700,31199,ALLIANCE PIPELINE L.P.,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210837,39137,31202,"ENABLE MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210837,39137,31202,"ENABLE MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,LOUISIANA,12.8,12.8,0,12.8,Internal Mapping Unit,38.4,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,38.4,0,,,,0,0,0
3/1/2022,2020,20210837,39137,31202,"ENABLE MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,MISSISSIPPI,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
3/1/2022,2020,20210837,39137,31202,"ENABLE MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
3/1/2022,2020,20210211,38457,31204,"FAYETTEVILLE GAS PRODUCERS, LLC",Landfill Gas,INTRASTATE,NORTH CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210231,39366,31225,AK STEEL CORP,Natural Gas,INTRASTATE,OHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210693,38986,31228,"CALIFORNIA RESOURCES ELK HILLS, LLC",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,,0,0,1,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,1,,,,0,0,0
3/1/2022,2020,20210151,38394,31232,AVISTA CORP,Natural Gas,INTRASTATE,OREGON,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210151,38394,31232,AVISTA CORP,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210644,38931,31251,"MORTON INTERNATIONAL INC, - SALT DIVISION",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20211239,39562,31256,"JGE GAS SOLUTIONS, LP",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210468,38744,31269,KINDER MORGAN NORTH TEXAS PIPELINE,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0
3/1/2022,2020,20211137,39457,31286,"ONEOK GAS TRANSPORTATION, LLC",Natural Gas,INTRASTATE,OKLAHOMA,82.3,82.3,0,0,,164.6,14,12,0,0,0,0,0,0,0,0,0,92.45,92.45,0,0,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,257.05,16,0,0,0,0.28,9.51,9.79
3/1/2022,2020,20210933,39243,31287,WILD GOOSE STORAGE LLC,Natural Gas,INTRASTATE,CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210527,38809,31307,"DOW HYDROCARBONS & RESOURCES, INC",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20211075,39623,31312,WEST PHOENIX POWER PLANT,Natural Gas,INTRASTATE,ARIZONA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210085,38315,31313,ACME BRICK LATERAL - KN ENGERY,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20211186,39506,31316,COLORADO NATURAL GAS INC.,Natural Gas,INTRASTATE,COLORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210824,39124,31330,CLECO POWER LLC,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210337,38604,31335,"MARITIMES & NORTHEAST PIPELINE, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20211231,39554,31348,ATMOS ENERGY CORPORATION - MID-TEX,Natural Gas,INTRASTATE,TEXAS,21.62,39.75,,,,61.37,19,3,1,1,0,0,0,0.865,0,0,0,27.092,13.546,13.546,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,89.327,3,1,0,0,0,19.27,19.27
3/1/2022,2020,20211360,39710,31352,WHITING PETROLEUM CORP,Natural Gas,INTRASTATE,COLORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210707,39001,31356,"VECTOR PIPELINE, L.P.",Natural Gas,INTERSTATE,,288,288,,288,IMU,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,864,0,0,0,0,0,0,0
3/1/2022,2020,20210306,38572,31368,SMARR ENERGY FACILITY,Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20211123,39442,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20211122,39441,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20211124,39443,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",Other Gas-Acetylene,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20211064,39380,31372,TICONA POLYMERS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210036,38261,31389,"ALLIANCE ENERGY TRANSMISSIONS - SYRACUSE, LLC",Natural Gas,INTRASTATE,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
3/1/2022,2020,20210863,39166,31390,OREGON STEEL MILLS,Natural Gas,INTRASTATE,OREGON,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
3/1/2022,2020,20210313,38579,31392,SUNFLOWER ELECTRIC POWER CORP,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,,,,,,,,,,17.753,RMLD,,,,,,,17.753,0,,,,0,0,0
