DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0.03,0,0,0,17.71,0.07,1.95,1.29,2.96,0.12,,24.13,2.05,0,0,4.9,41.3,0,0,0,0,0,,48.25,2.08,0,0,4.9,59.01,0.07,1.95,1.29,2.96,0.12,,72.38
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,0,0,0,3.74,0,0,0.62,0.76,0.07,,5.19,0,0,0,0.39,1.2,0,0,0,0,0,,1.59,0,0,0,0.39,4.94,0,0,0.62,0.76,0.07,,6.78
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,0.4,0,0,0,0.2,105.64,17.81,3.09,0.58,2.51,,130.23,0.37,0,0,0,262.72,0,0,0,0,0,,263.09,0.77,0,0,0,262.92,105.64,17.81,3.09,0.58,2.51,,393.32
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0.01,0,,0.01,1.48,0,0,0,5.66,0,0,0,0,0,,7.14,1.48,0,0,0,5.66,0,0,0,0.01,0,,7.15
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,0,0,0,0,75.46,43.95,0,32.75,6.67,0,,158.83,0,0,0,0,4.4,,,,,,,4.4,0,0,0,0,79.86,43.95,0,32.75,6.67,0,,163.23
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,1.23,0,0,0,89.64,137.46,38.48,19.05,44.35,0.16,,330.37,0.61,0,0,0,135.62,0,0,0,0,0,,136.23,1.84,0,0,0,225.26,137.46,38.48,19.05,44.35,0.16,,466.6
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,6.26,0,0,10.31,0,0,,16.57,0,0,0,0,2.11,0,0,0,0,0,,2.11,0,0,0,0,8.37,0,0,10.31,0,0,,18.68
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,0.3,0,0,0,115.49,43.71,7.35,1.71,3.53,0.14,,172.23,0,0,0,0,163.56,0,0,0,0,,,163.56,0.3,0,0,0,279.05,43.71,7.35,1.71,3.53,0.14,,335.79
3/1/2022,2019,20200206,17429,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200088,17305,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,9.037,41.296,0.473,0.391,0.088,,51.285,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9.037,41.296,0.473,0.391,0.088,,51.285
3/1/2022,2019,20200088,17305,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,0,0,0,1.082,2.983,13.997,0.119,0.27,0,,18.451,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.082,2.983,13.997,0.119,0.27,0,,18.451
3/1/2022,2019,20200088,17305,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,0,0,0,4.976,0,0.717,0,0.049,0.277,,6.019,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4.976,0,0.717,0,0.049,0.277,,6.019
3/1/2022,2019,20200089,18043,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,VIRGINIA,,,,,,,,,1.14,,,1.14,,,,,,,,,,,,0,,,,,,,,,1.14,,,1.14
3/1/2022,2019,20200089,18043,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,27.187,0,1.88,,29.067,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.187,0,1.88,,29.067
3/1/2022,2019,20200277,17503,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200277,17503,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200277,17503,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200557,17801,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,0.2,,0.2,0,0,0,12.7,0,0,0,0,0,0,,12.7,0,0,0,12.7,0,0,0,0,0,0.2,,12.9
3/1/2022,2019,20200557,17801,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,1.6,0.8,0,0,23.3,0.4,,26.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.6,0.8,0,0,23.3,0.4,,26.1
3/1/2022,2019,20200557,17801,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200557,17801,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200557,17801,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,0,0,0,0,0,0,0,0,0.2,0.1,,0.3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.2,0.1,,0.3
3/1/2022,2019,20200557,17801,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,0,9,0,6.1,0,0.3,,15.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,6.1,0,0.3,,15.4
3/1/2022,2019,20200296,17524,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,18.3,0,0,0,0.2,,18.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18.3,0,0,0,0.2,,18.5
3/1/2022,2019,20200296,17524,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,0,0,0,0,58.1,146.1,71.4,139.2,43.4,73,,531.2,,,,56.5,86.4,,,,,,,142.9,0,0,0,56.5,144.5,146.1,71.4,139.2,43.4,73,,674.1
3/1/2022,2019,20200412,17650,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,33.7,1.3,11.7,7.1,0.3,,54.1,0,0,9.9,,86.1,0,0,0,0,0,,96,0,0,9.9,0,86.1,33.7,1.3,11.7,7.1,0.3,,150.1
3/1/2022,2019,20200412,17650,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200065,18849,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,ALASKA,,,,,,,36.97,11.51,,,,48.48,,,,,,,,,,,,0,,,,,,,36.97,11.51,,,,48.48
3/1/2022,2019,20200065,18849,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,,,,,16.14,,0.26,,,,,16.4,,,,,,,,,,,,0,,,,,16.14,,0.26,,,,,16.4
3/1/2022,2019,20200315,17544,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,,,,,,46,0.51,,46.51,,,,,,,,,,,,0,,,,,,,,,46,0.51,,46.51
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,ALABAMA,0.192,0,0,0,,0,0.028,0.687,1.77,0.112,,2.789,0,0,0,0,177.6,0,0,0,0,0,,177.6,0.192,0,0,0,177.6,0,0.028,0.687,1.77,0.112,,180.389
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,GEORGIA,0,0,0,0,,,,,0.796,0.002,,0.798,0,0,0,0,0.016,0,0,0,0,0,,0.016,0,0,0,0,0.016,0,0,0,0.796,0.002,,0.814
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,,0.776,1.983,1.897,2.507,1.195,,8.358,0,0,0,0,222.651,0.052,0,0,0,0,,222.703,0,0,0,0,222.651,0.828,1.983,1.897,2.507,1.195,,231.061
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0.661,0.439,0.922,0.192,,2.214,0,0,0,0,120.596,0,0,0,0,0,,120.596,0,0,0,0,120.596,0,0.661,0.439,0.922,0.192,,122.81
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,NORTH CAROLINA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60.14,0,0,0,0,0,,60.14,0,0,0,0,60.14,0,0,0,0,0,,60.14
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,SOUTH CAROLINA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200309,17538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,0.011,0.04,2.637,0.02,,2.708,0,0,0,0,75.058,0,0,0,0,0,,75.058,0,0,0,0,75.058,0,0.011,0.04,2.637,0.02,,77.766
3/1/2022,2019,20200050,17260,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,0,0,0,0,0.18,90.03,0.83,4.04,1.04,114.9,,211.02,41.99,0,79.3,10.24,34.42,15.93,0,0,0,0,,181.88,41.99,0,79.3,10.24,34.6,105.96,0.83,4.04,1.04,114.9,,392.9
3/1/2022,2019,20200048,17258,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,42.33,56.43,0,36.89,0,,135.65,0.05,0,0,0,61.72,0,0,0,0,0,,61.77,0.05,0,0,0,61.72,42.33,56.43,0,36.89,0,,197.42
3/1/2022,2019,20200188,17411,4280,EL PASO NATURAL GAS CO,Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,122.41,,,,,122.41,,,,,,,,,,,,0,,,,,,,122.41,,,,,122.41
3/1/2022,2019,20200574,17821,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,ILLINOIS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200574,17821,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TENNESSEE,,,,,,,,,,0.244,,0.244,,,,,,,,,,,,0,,,,,,,,,,0.244,,0.244
3/1/2022,2019,20200574,17821,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,0.203,,0.203,,,,,,,,,,,,0,,,,,,,,,,0.203,,0.203
3/1/2022,2019,20200574,17821,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,1.947,,1.947,,,,,,,,,,,,0,,,,,,,,,,1.947,,1.947
3/1/2022,2019,20200576,17823,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTERSTATE,TEXAS,,,,,52.12,,,,,,,52.12,,,,,,,,,,,,0,,,,,52.12,,,,,,,52.12
3/1/2022,2019,20200576,17823,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTRASTATE,TEXAS,,,,,,,4.482,1.628,0.343,,,6.453,,,,,,,,,,,,0,,,,,,,4.482,1.628,0.343,,,6.453
3/1/2022,2019,20200577,17824,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,,0.193,0.166,1.273,0.261,,1.893,,,,8.758,,,,,,,,8.758,,,,8.758,,,0.193,0.166,1.273,0.261,,10.651
3/1/2022,2019,20200577,17824,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,,,,,,,,,0.002,,,0.002,,,,2.475,,,,,,,,2.475,,,,2.475,,,,,0.002,,,2.477
3/1/2022,2019,20200577,17824,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,,,,,,,,,0.451,,,0.451,,,,,,,,,,,,0,,,,,,,,,0.451,,,0.451
3/1/2022,2019,20200577,17824,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,,69.069,,69.069,,,,,,,,,,,,0,,,,,,,,,,69.069,,69.069
3/1/2022,2019,20200045,17255,4461,"EOG RESOURCES, INC",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,52.455,,52.455,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,52.455,,52.455
3/1/2022,2019,20200148,17371,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,27.15,0,0,,27.15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.15,0,0,,27.15
3/1/2022,2019,20200148,17371,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,0,77.19,0,0,,77.19,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,77.19,0,0,,77.19
3/1/2022,2019,20200378,17616,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,56.14,1.15,0.18,0.11,18.44,,76.02,,,,,,,,,,,,0,,,,,,56.14,1.15,0.18,0.11,18.44,,76.02
3/1/2022,2019,20200378,17616,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,,,,,,18.1,,,1.42,0.84,,20.36,,,,2.2,,,,,,,,2.2,,,,2.2,,18.1,,,1.42,0.84,,22.56
3/1/2022,2019,20200378,17616,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,0,0,0,0,290.65,0,0.93,0.99,0.17,,292.74,,,,,,,,,,,,0,,0,0,0,0,290.65,0,0.93,0.99,0.17,,292.74
3/1/2022,2019,20200378,17616,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,,,,,,107.04,,0.13,0.56,0.68,,108.41,,,0.17,0.28,,,,,,,,0.45,,,0.17,0.28,,107.04,,0.13,0.56,0.68,,108.86
3/1/2022,2019,20200378,17616,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,11.89,95.43,10.42,30.05,5.43,18.92,,172.14,,,1.73,2.77,2.3,0,0,0,,,,6.8,0,0,1.73,2.77,14.19,95.43,10.42,30.05,5.43,18.92,,178.94
3/1/2022,2019,20200612,18041,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,,,,5.2,,,0.18,46.66,6.02,0.09,,58.15,,,,57.85,45.79,,,,,,,103.64,,,,63.05,45.79,,0.18,46.66,6.02,0.09,,161.79
3/1/2022,2019,20200612,18041,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,61.79,,,,61.79,,,,,,,,,,,,0,,,,,,,,61.79,,,,61.79
3/1/2022,2019,20200612,18041,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,,,,,,,0.78,25.68,0.67,0.34,,27.47,4.1,,9.98,,15.96,,,,,,,30.04,4.1,,9.98,,15.96,,0.78,25.68,0.67,0.34,,57.51
3/1/2022,2019,20200612,18041,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,MONTANA,5.37,,,,,,0,1.16,0.84,0.36,,7.73,0.01,,40.57,0.07,,0,,,,,,40.65,5.38,,40.57,0.07,,0,0,1.16,0.84,0.36,,48.38
3/1/2022,2019,20200612,18041,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,TEXAS,,,,0.03,,,0.36,0.13,1.55,,,2.07,,,0,,7.68,2.51,,,,,,10.19,,,0,0.03,7.68,2.51,0.36,0.13,1.55,,,12.26
3/1/2022,2019,20200615,17864,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,LOUISIANA,,,,,,,44.27,186.8,2.58,0.29,,233.94,1.51,,,71.94,34.18,52.64,,,,,,160.27,1.51,,,71.94,34.18,52.64,44.27,186.8,2.58,0.29,,394.21
3/1/2022,2019,20200615,17864,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,TEXAS,,,,,2.17,,144.86,118.83,11.12,2.25,,279.23,,0.51,,0.09,326.21,260.49,,,,,,587.3,,0.51,,0.09,328.38,260.49,144.86,118.83,11.12,2.25,,866.53
3/1/2022,2019,20200628,17879,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,,,,,1.12,,1.12,,,,,,,,,,,,0,,,,,,,,,,1.12,,1.12
3/1/2022,2019,20200628,17879,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,,,,,,,,17.58,,,,17.58,,,,,,,,,,,,0,,,,,,,,17.58,,,,17.58
3/1/2022,2019,20200628,17879,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,,,,,,,0.03,7.44,0.91,,,8.38,,,,,,10.57,,,,,,10.57,,,,,,10.57,0.03,7.44,0.91,,,18.95
3/1/2022,2019,20200628,17879,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200628,17879,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,,,,,,0,,,,2.33,0.02,,,,,,,2.35,,,,2.33,0.02,,,,,,,2.35
3/1/2022,2019,20200628,17879,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,49.31,2.23,40.8,2.7,26.17,2.7,,123.91,0.23,,2.06,33.73,163.75,1.5,,,,,,201.27,0.23,,2.06,33.73,213.06,3.73,40.8,2.7,26.17,2.7,,325.18
3/1/2022,2019,20200353,17584,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",CO2,INTRASTATE,WYOMING,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200686,18024,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",Crude Oil,INTERSTATE,CALIFORNIA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200686,18024,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",Crude Oil,INTERSTATE,OCS-Pacific,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200234,17458,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTERSTATE,KANSAS,0,0,0,0,0,1.59,0.3,21.24,1.25,7.7,,32.08,0,0,98.19,6.57,18.5,0.08,0,0,0,0,,123.34,0,0,98.19,6.57,18.5,1.67,0.3,21.24,1.25,7.7,,155.42
3/1/2022,2019,20200234,17458,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0.3,0.04,0.07,0,,0.41,0,0,31.48,14.8,1.33,0,0,0,0,0,,47.61,0,0,31.48,14.8,1.33,0,0.3,0.04,0.07,0,,48.02
3/1/2022,2019,20200234,17458,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,11.39,,11.39,0,0,0,25.45,11.01,0,0,0,0,0,,36.46,0,0,0,25.45,11.01,0,0,0,0,11.39,,47.85
3/1/2022,2019,20200234,17458,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,0.52,,,0.28,0.18,53.28,0.89,,55.15,,45.2,0.03,0.16,1.01,0.34,,,0.04,,,46.78,,45.2,0.03,0.68,1.01,0.34,0.28,0.18,53.32,0.89,,101.93
3/1/2022,2019,20200219,17443,6911,GULF STATE PIPELINE CO INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,31,,,,24,,55,,,,,,,,,,,,0,,,,,,31,,,,24,,55
3/1/2022,2019,20200385,17623,7063,HARBOR PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,3,,,,,,,,,,,3,,,,0,,,,,,,,0,3,,,0,,,,,,,,3
3/1/2022,2019,20200192,17415,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTERSTATE,ALABAMA,,,,,,105,,,,,,105,,,,,,,,,,,,0,,,,,,105,,,,,,105
3/1/2022,2019,20200192,17415,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTERSTATE,MISSISSIPPI,,,,,,21.24,,21.8,6.2,1.63,,50.87,0,,,,46.85,,,,,,,46.85,0,,,,46.85,21.24,,21.8,6.2,1.63,,97.72
3/1/2022,2019,20200192,17415,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTRASTATE,ALABAMA,,,,,,,,20.6,1.41,,,22.01,,,,,8.31,,,,,,,8.31,,,,,8.31,,,20.6,1.41,,,30.32
3/1/2022,2019,20200122,17344,8014,IDAHO PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,IDAHO,,,,,,,2.32,,,,,2.32,,,,,,,,,,,,0,,,,,,,2.32,,,,,2.32
3/1/2022,2019,20200046,17256,8166,"ADELPHIA GATEWAY, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0.061,0,0,,0.061,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.061,0,0,,0.061
3/1/2022,2019,20200116,18839,8175,INTERSTATE STORAGE & PIPELINE C0,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,,,,,,,,,,,,0,,,,,11.53,,,,,,,11.53,,,,,11.53,,,,,,,11.53
3/1/2022,2019,20200652,18051,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,KANSAS,0,0,0,0,75.3,37.5,0,3.7,56.2,32.7,,205.4,1.22,0,0,309.8,1.2,17.6,0,0,0,0,,329.82,1.22,0,0,309.8,76.5,55.1,0,3.7,56.2,32.7,,535.22
3/1/2022,2019,20200652,18051,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,NEBRASKA,,,,,,,,,28.95,,,28.95,,,,,,,,,,,,0,,,,,,,,,28.95,,,28.95
3/1/2022,2019,20200652,18051,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,OKLAHOMA,,,,,,,,49.77,,,,49.77,,,,,,,,,,,,0,,,,,,,,49.77,,,,49.77
3/1/2022,2019,20200652,18051,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,TEXAS,,,,,,,,17.34,,,,17.34,,,,,,,,,,,,0,,,,,,,,17.34,,,,17.34
3/1/2022,2019,20200652,18051,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTRASTATE,KANSAS,,,,,,,,,,73.02,0,73.02,,,26.5,80.45,,,,,,,0,106.95,,,26.5,80.45,,,,,,73.02,0,179.97
3/1/2022,2019,20200655,17922,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,ARKANSAS,0,0,0,0,13.1,250.8,0,0.4,0.1,0.02,,264.42,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13.1,250.8,0,0.4,0.1,0.02,,264.42
3/1/2022,2019,20200655,17922,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,ILLINOIS,0,0,0,0,0,141.6,0,2.9,0.24,32.6,,177.34,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,141.6,0,2.9,0.24,32.6,,177.34
3/1/2022,2019,20200655,17922,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,INDIANA,0,0,0,0,0,170.1,0,0,0,0,,170.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,170.1,0,0,0,0,,170.1
3/1/2022,2019,20200655,17922,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,IOWA,0,0,0,0,0,426.6,0,0.1,0.2,0.5,,427.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,426.6,0,0.1,0.2,0.5,,427.4
