DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2019,20200598,17845,31580,"MAGELLAN TERMINALS HOLDINGS, LP",Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,11.68,,0.11,,11.79,,,,,,,,,,,,0,,,,,,,,11.68,,0.11,,11.79
3/1/2022,2019,20200597,17844,31580,"MAGELLAN TERMINALS HOLDINGS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CONNECTICUT,,,,,,,,,,0.01,,0.01,,,,0.16,,,,,,,,0.16,,,,0.16,,,,,,0.01,,0.17
3/1/2022,2019,20200597,17844,31580,"MAGELLAN TERMINALS HOLDINGS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,DELAWARE,,,,,,,,,,,,0,,,,,,3.05,,,,,,3.05,,,,,,3.05,,,,,,3.05
3/1/2022,2019,20200597,17844,31580,"MAGELLAN TERMINALS HOLDINGS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,4.99,0.28,1.18,,,6.45,,,,,,,,,,,,0,,,,,,,4.99,0.28,1.18,,,6.45
3/1/2022,2019,20200357,17588,31613,"MIDCOAST PIPELINES (EAST TEXAS), L.P.",HVL,INTRASTATE,TEXAS,,,,,,44.993,15.784,4.607,65.658,45.184,,176.226,,,,,,,,,,,,0,,,,,,44.993,15.784,4.607,65.658,45.184,,176.226
3/1/2022,2019,20200360,17591,31618,ENTERPRISE PRODUCTS OPERATING LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,3.76,,3.76,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3.76,,3.76
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,18.549,0,0,,18.549,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18.549,0,0,,18.549
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,ARKANSAS,0,0,0,0,0,121.053,0.03,0.006,0.047,0.328,,121.464,0,,18.817,0,36,133.663,0,0,0,0,,188.48,0,0,18.817,0,36,254.716,0.03,0.006,0.047,0.328,,309.944
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,COLORADO,0,0,0,0,0,0,148.099,160.372,69.847,349.433,,727.751,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,148.099,160.372,69.847,349.433,,727.751
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,ILLINOIS,0,0,0,0,,103.405,226.993,9.942,8.514,0.804,,349.658,0,0,0,,9.549,117.513,0,0,0,0,,127.062,0,0,0,0,9.549,220.918,226.993,9.942,8.514,0.804,,476.72
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,INDIANA,0,0,0,0,0,,0,0,0.048,63.902,,63.95,0,0,0,19.716,0,113.516,0,0,0,0,,133.232,0,0,0,19.716,0,113.516,0,0,0.048,63.902,,197.182
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,IOWA,0,0,0,0,48.663,190.663,1.226,8.374,0.609,4.719,,254.254,0,0,0,350.906,29.677,0,0,0,0,0,,380.583,0,0,0,350.906,78.34,190.663,1.226,8.374,0.609,4.719,,634.837
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,KANSAS,0.129,0,0,0,0,283.45,100.951,109.111,55.761,3.128,,552.53,,0,0,0,140.685,11.673,0,0,0,0,,152.358,0.129,0,0,0,140.685,295.123,100.951,109.111,55.761,3.128,,704.888
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,LOUISIANA,0.135,0,0,0,0,,0,297.834,121.68,46.203,,465.852,0,0,42.619,3.502,0,0,0,0,0,0,,46.121,0.135,0,42.619,3.502,0,0,0,297.834,121.68,46.203,,511.973
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,MINNESOTA,0,0,0,0,0,1.947,0.216,0.688,0.387,0.216,,3.454,0,0,0,0,5.717,45.113,0,0,0,0,,50.83,0,0,0,0,5.717,47.06,0.216,0.688,0.387,0.216,,54.284
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,61.696,2.757,27.336,,91.789,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,61.696,2.757,27.336,,91.789
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,MISSOURI,0,0,0,0,0,90.957,2.316,19.555,0.229,17.502,,130.559,0,0,0,0,175.001,58.598,0,0,0,0,,233.599,0,0,0,0,175.001,149.555,2.316,19.555,0.229,17.502,,364.158
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,NEBRASKA,0,0,0,0,0,0.415,0.061,4.82,0.02,0.614,,5.93,0,0,0,0,58.62,0.658,0,0,0,0,,59.278,0,0,0,0,58.62,1.073,0.061,4.82,0.02,0.614,,65.208
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,NEW MEXICO,0,0,0,0,0,103.977,5.991,365.686,29.377,172.671,,677.702,,0,0,0,28.944,0.1,0,0,0,0,,29.044,0,0,0,0,28.944,104.077,5.991,365.686,29.377,172.671,,706.746
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,NEW YORK,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,144.081,0,0,0,0,0,,144.081,0,0,0,0,144.081,0,0,0,0,0,,144.081
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,OHIO,0,0,0,0,,0,8.83,0.06,0.073,266.806,,275.769,0,0,0,2.485,48.768,0,0,0,0,0,,51.253,0,0,0,2.485,48.768,0,8.83,0.06,0.073,266.806,,327.022
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,OKLAHOMA,0,0,0,0,0,10.111,6.82,17.049,12.318,37.679,,83.977,0,0,0,0,0.476,0.438,0,0,0,0,,0.914,0,0,0,0,0.476,10.549,6.82,17.049,12.318,37.679,,84.891
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,42.428,0,0,0.277,19.113,,61.818,0,0,0,0,156.304,0,0,0,0,0,,156.304,0,0,0,0,156.304,42.428,0,0,0.277,19.113,,218.122
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,TEXAS,0,0,0,1.841,59.616,373.031,124.591,286.092,115.147,837.865,,1798.183,0,0,25.431,87.717,233.569,78.885,0,0,0,0,,425.602,0,0,25.431,89.558,293.185,451.916,124.591,286.092,115.147,837.865,,2223.785
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,UTAH,0,0,0,0,0,0,9.18,2.893,2.245,49.656,,63.974,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.18,2.893,2.245,49.656,,63.974
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,WEST VIRGINIA,0,0,0,0,0,5.68,0,0,0,7.545,,13.225,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5.68,0,0,0,7.545,,13.225
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,WISCONSIN,0,0,0,0,0,0.266,0,2.296,0,0,,2.562,0,0,0,0,68.245,0,0,0,0,0,,68.245,0,0,0,0,68.245,0.266,0,2.296,0,0,,70.807
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTERSTATE,WYOMING,0,0,0,0,0,0,221.708,58.167,225.221,0.389,,505.485,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,221.708,58.167,225.221,0.389,,505.485
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,75.987,89.792,87.46,114.366,8.435,,376.04,0,0,0,0,453.559,79.498,0,0,0,0,,533.057,0,0,0,0,453.559,155.485,89.792,87.46,114.366,8.435,,909.097
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTRASTATE,TEXAS,0,0,0,0,64.854,90.078,958.679,1146.093,194.529,442.56,,2896.793,0,0,14.082,81.946,286.092,78.885,0,0,0,0,,461.005,0,0,14.082,81.946,350.946,168.963,958.679,1146.093,194.529,442.56,,3357.798
3/1/2022,2019,20200363,18976,31618,ENTERPRISE PRODUCTS OPERATING LLC,HVL,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,9.581,2.383,,11.964,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9.581,2.383,,11.964
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,0,0,0,0,2.801,0.006,0,15.823,,18.63,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.801,0.006,0,15.823,,18.63
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,0,0,0,0,0,0,0.409,0,0,,0.409,0,0,0,0,0,0.008,0,0,0,0,,0.008,0,0,0,0,0,0.008,0,0.409,0,0,,0.417
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,21.85,0,0.04,,21.89,0,0,0,1.228,0.129,0.029,0,0,0,0,,1.386,0,0,0,1.228,0.129,0.029,0,21.85,0,0.04,,23.276
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,6.832,0,,6.832,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6.832,0,,6.832
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,0,0.398,1.442,0,8.507,3.098,,13.445,0,0,31.623,0,0,0,0,0,0,0,,31.623,0,0,31.623,0,0,0.398,1.442,0,8.507,3.098,,45.068
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,19.284,62.706,,81.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,19.284,62.706,,81.99
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW MEXICO,0,0,0,0,0,274.282,0.004,16.244,2.436,0.046,,293.012,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,274.282,0.004,16.244,2.436,0.046,,293.012
3/1/2022,2019,20200362,17594,31618,ENTERPRISE PRODUCTS OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,,34.554,2.361,18.454,72.698,7.22,,135.287,0,0,0,1.979,2.112,12.853,0,0,0,0,,16.944,0,0,0,1.979,2.112,47.407,2.361,18.454,72.698,7.22,,152.231
3/1/2022,2019,20200344,17575,31627,"DENBURY ONSHORE, LLC",CO2,INTERSTATE,LOUISIANA,0,0,0,0,0,0,68.35,0,5.92,0,,74.27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,68.35,0,5.92,0,,74.27
3/1/2022,2019,20200344,17575,31627,"DENBURY ONSHORE, LLC",CO2,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,163.26,4.16,41.91,40.04,,249.37,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,163.26,4.16,41.91,40.04,,249.37
3/1/2022,2019,20200344,17575,31627,"DENBURY ONSHORE, LLC",CO2,INTRASTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,4.37,0.01,,4.38,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4.37,0.01,,4.38
3/1/2022,2019,20200610,17858,31663,NAVAJO NATION OIL AND GAS COMPANY,Crude Oil,INTERSTATE,COLORADO,,,,,,,,,,,,0,,,,12.1,,,,,,,,12.1,,,,12.1,,,,,,,,12.1
3/1/2022,2019,20200610,17858,31663,NAVAJO NATION OIL AND GAS COMPANY,Crude Oil,INTERSTATE,NEW MEXICO,,,,,,,,,,0.153,,0.153,,,,55.973,2.176,,,,,,,58.149,,,,55.973,2.176,,,,,0.153,,58.302
3/1/2022,2019,20200610,17858,31663,NAVAJO NATION OIL AND GAS COMPANY,Crude Oil,INTERSTATE,UTAH,,,,,,,,,,0.067,,0.067,,,,17.253,,,,,,,,17.253,,,,17.253,,,,,,0.067,,17.32
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0.63,0,,0.63,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.63,0,,0.63
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,0,0,1.67,0.22,0,0,,1.89,0,0,0,6.64,0,0,0,0,0,0,,6.64,0,0,0,6.64,0,0,1.67,0.22,0,0,,8.53
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0.79,0.4,48.03,11.47,6.46,,67.15,0,0,0,0,524.98,0,0,0,0,0,,524.98,0,0,0,0,524.98,0.79,0.4,48.03,11.47,6.46,,592.13
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,NEW MEXICO,0,0,0,0,0,0.99,1.08,9.47,1.8,0,,13.34,0,0,5.91,0,0,0,0,0,0,0,,5.91,0,0,5.91,0,0,0.99,1.08,9.47,1.8,0,,19.25
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,NORTH DAKOTA,,,,,,,,,,94.42,,94.42,,,,,,,,,,,,0,,,,,,,,,,94.42,,94.42
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,6.54,3.3,63.31,7.86,0.73,,81.74,1.04,0,0,360.91,6.96,0,0,0,0,0,,368.91,1.04,0,0,360.91,6.96,6.54,3.3,63.31,7.86,0.73,,450.65
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,TEXAS,,,,,,6.25,1.6,6.71,12.41,184.24,,211.21,,,452.76,150.16,0.89,,,,,,,603.81,,,452.76,150.16,0.89,6.25,1.6,6.71,12.41,184.24,,815.02
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0.49,0.01,0,,0.5,0,0,0,0,14.97,0,0,0,0,0,,14.97,0,0,0,0,14.97,0,0,0.49,0.01,0,,15.47
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,0,14.69,31.66,48.1,8.59,15.74,,118.78,30.27,0,8.66,291.82,5.09,0,0,0,0,0,,335.84,30.27,0,8.66,291.82,5.09,14.69,31.66,48.1,8.59,15.74,,454.62
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0.07,0.09,3.61,0.08,,3.85,0,0.83,0,21.59,12.03,0,0,0,0,0,,34.45,0,0.83,0,21.59,12.03,0,0.07,0.09,3.61,0.08,,38.3
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,0.09,,0.09,,,,,,,,,,,,0,,,,,,,,,,0.09,,0.09
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,1.64,,1.64,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1.64,,1.64
3/1/2022,2019,20200280,17654,31684,PHILLIPS 66 PIPELINE LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0.28,7.64,4.29,16.65,32.55,,61.41,0,1.84,14.02,52.14,21.45,0,0,0,0,0,,89.45,0,1.84,14.02,52.14,21.45,0.28,7.64,4.29,16.65,32.55,,150.86
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,COLORADO,0,0,0,0,0,102.49,1.07,23.09,7.65,14.13,,148.43,0,0,78.88,137.84,0.39,0,0,0,0,0,,217.11,0,0,78.88,137.84,0.39,102.49,1.07,23.09,7.65,14.13,,365.54
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,ILLINOIS,0,0,0,0,0,6.06,0.25,5,0,0,,11.31,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.06,0.25,5,0,0,,11.31
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,KANSAS,0,0,0,0,0,6.24,99.76,55.56,0.55,1.02,,163.13,0,0,12.9,148.34,5.7,0,0,0,0,0,,166.94,0,0,12.9,148.34,5.7,6.24,99.76,55.56,0.55,1.02,,330.07
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0.67,1.55,0.14,0.03,,2.39,0,0,0,0,28.67,0,0,0,0,0,,28.67,0,0,0,0,28.67,0,0.67,1.55,0.14,0.03,,31.06
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,MISSOURI,0,0,0,0,0,117.25,0.3,3.19,1.08,58.57,,180.39,0,0,53.63,5.19,0.34,0,0,0,0,0,,59.16,0,0,53.63,5.19,0.34,117.25,0.3,3.19,1.08,58.57,,239.55
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,NEW MEXICO,0,0,0,0,0,37.57,1.13,13.69,0,0.08,,52.47,0,0,16.53,1.04,44.21,0,0,0,0,0,,61.78,0,0,16.53,1.04,44.21,37.57,1.13,13.69,0,0.08,,114.25
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,34.87,3.37,4.98,2.63,,45.85,0,0,33.27,46.64,221.59,0,0,0,0,0,,301.5,0,0,33.27,46.64,221.59,0,34.87,3.37,4.98,2.63,,347.35
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,TEXAS,12.25,0,0,0,0,44.63,19.39,590.6,0.78,248.26,,915.91,0.28,0,81.31,136.17,272.29,0,0,0,0,0,,490.05,12.53,0,81.31,136.17,272.29,44.63,19.39,590.6,0.78,248.26,,1405.96
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTERSTATE,WYOMING,0,0,0,0,0,135.92,0.01,0.01,0,0.05,,135.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,135.92,0.01,0.01,0,0.05,,135.99
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,37.31,15.79,155.45,2.62,0.24,,211.41,0,0,1.17,23.17,104.86,0,0,0,0,0,,129.2,0,0,1.17,23.17,104.86,37.31,15.79,155.45,2.62,0.24,,340.61
3/1/2022,2019,20200413,17651,31684,PHILLIPS 66 PIPELINE LLC,HVL,INTRASTATE,TEXAS,0,0,0,0,0,162.2,72.15,48.55,4.35,1.19,,288.44,0.14,0.04,15.34,25.45,190.97,0,0,0,0,0,,231.94,0.14,0.04,15.34,25.45,190.97,162.2,72.15,48.55,4.35,1.19,,520.38
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,CALIFORNIA,,,,,,,,,,1.2,,1.2,,,1.19,,,,,,,,,1.19,,,1.19,,,,,,,1.2,,2.39
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,0,0,0,0,0,183.07,28.52,1.4,4.04,33.76,,250.79,0,0,0,3.62,2.67,0,0,0,0,0,,6.29,0,0,0,3.62,2.67,183.07,28.52,1.4,4.04,33.76,,257.08
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IDAHO,0,0,0,0,0,0,0,1.38,6.39,10.7,,18.47,0,0,0,61.02,0,0,0,0,0,0,,61.02,0,0,0,61.02,0,0,0,1.38,6.39,10.7,,79.49
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,0,0,0,0,7.79,0,4.61,0.65,,13.05,0,0,0,2.73,0,0,0,0,0,0,,2.73,0,0,0,2.73,0,0,7.79,0,4.61,0.65,,15.78
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,0,0,0,0,0,6.6,305.52,122.62,8.18,0.7,,443.62,0,0,50.52,3.41,41.41,0,0,0,0,0,,95.34,0,0,50.52,3.41,41.41,6.6,305.52,122.62,8.18,0.7,,538.96
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0.64,0,0.05,0,1.28,,1.97,0,0,0,0,9.35,0,0,0,0,0,,9.35,0,0,0,0,9.35,0.64,0,0.05,0,1.28,,11.32
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,0,0,0,0,4.84,0.42,14.49,1.66,55.21,,76.62,0,0,0,103.2,0.36,0,0,0,0,0,,103.56,0,0,0,103.2,0.36,4.84,0.42,14.49,1.66,55.21,,180.18
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,0,0,0,0,0,4.42,15.71,23.89,19.28,11.96,,75.26,0,0,0,146.3,145.1,0,0,0,0,0,,291.4,0,0,0,146.3,145.1,4.42,15.71,23.89,19.28,11.96,,366.66
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2.03,0,0,0,0,0,0,,2.03,0,0,0,2.03,0,0,0,0,0,0,,2.03
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,0,0,0,0,0,44.82,87.19,134.25,57.37,103.25,,426.88,0,33.07,0,87.76,76.02,0,0,0,0,0,,196.85,0,33.07,0,87.76,76.02,44.82,87.19,134.25,57.37,103.25,,623.73
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,0,71.9,133.53,70.39,1.04,13.3,,290.16,0,0,0,21.8,48.18,0,0,0,0,0,,69.98,0,0,0,21.8,48.18,71.9,133.53,70.39,1.04,13.3,,360.14
3/1/2022,2019,20200414,17925,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,UTAH,0,0,0,0,0,0,0,1.45,34.66,0.58,,36.69,0,0,0,68.19,2.21,0,0,0,0,0,,70.4,0,0,0,68.19,2.21,0,0,1.45,34.66,0.58,,107.09
