DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0.64,0,0.05,0,1.28,,1.97,0,0,0,0,9.35,0,0,0,0,0,,9.35,0,0,0,0,9.35,0.64,0,0.05,0,1.28,,11.32
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,0,0,0,0,4.84,0.42,14.49,1.66,55.21,,76.62,0,0,0,103.18,0.36,0,0,0,0,0,,103.54,0,0,0,103.18,0.36,4.84,0.42,14.49,1.66,55.21,,180.16
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,0,0,0,0,0,4.42,15.71,23.62,19.27,14.14,,77.16,0,0,0,146.3,143.5,0,0,0,0,0,,289.8,0,0,0,146.3,143.5,4.42,15.71,23.62,19.27,14.14,,366.96
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2.03,0,0,0,0,0,0,,2.03,0,0,0,2.03,0,0,0,0,0,0,,2.03
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,0,0,0,0,0,44.82,87.19,134.25,57.37,103.26,8.34,435.23,0,33.07,0,80.76,76.02,0,0,0,0,0,,189.85,0,33.07,0,80.76,76.02,44.82,87.19,134.25,57.37,103.26,8.34,625.08
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,0,71.9,133.53,70.39,1.04,13.3,,290.16,0,0,0,21.8,48.18,0,0,0,0,0,,69.98,0,0,0,21.8,48.18,71.9,133.53,70.39,1.04,13.3,,360.14
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,UTAH,0,0,0,0,0,0,0,1.45,34.66,0.58,,36.69,0,0,0,68.19,2.21,0,0,0,0,0,,70.4,0,0,0,68.19,2.21,0,0,1.45,34.66,0.58,,107.09
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,0,0,0,0,0,0,5.06,2.73,1.23,1.03,,10.05,0,0,0,39.28,83.39,0,0,0,0,0,,122.67,0,0,0,39.28,83.39,0,5.06,2.73,1.23,1.03,,132.72
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,0,0,0,0,0,0,45.88,3.22,230.84,5.91,,285.85,0,0,0,151.95,155.46,0,0,0,0,0,,307.41,0,0,0,151.95,155.46,0,45.88,3.22,230.84,5.91,,593.26
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,13.81,17.49,44.24,10.96,5.47,,91.97,8.29,0,17.05,67.3,40.18,0,0,0,0,0,,132.82,8.29,0,17.05,67.3,40.18,13.81,17.49,44.24,10.96,5.47,,224.79
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,6.34,0,0,,6.34,0,0,0,5.9,0,0,0,0,0,0,,5.9,0,0,0,5.9,0,0,0,6.34,0,0,,12.24
3/1/2022,2020,20210465,18567,31684,PHILLIPS 66 PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,12.2,15.07,56.53,6.76,40.79,,131.35,0,0,4.2,0,12.02,0,0,0,0,0,,16.22,0,0,4.2,0,12.02,12.2,15.07,56.53,6.76,40.79,,147.57
3/1/2022,2020,20210121,18191,31687,"HILL-LAKE GAS STORAGE, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210445,18547,31703,"WILLIAMS MLP OPERATING, LLC",HVL,INTRASTATE,WEST VIRGINIA,,,,,,,,,,5.54,,5.54,,,,,,,,,,,,0,,,,,,,,,,5.54,,5.54
3/1/2022,2020,20210528,18631,31707,CHEVRON U.S.A. INC - PERMIAN BASIN,Crude Oil,INTRASTATE,TEXAS,,,,9.1,,,,,,0,,9.1,,,,,,,,,,,,0,,,,9.1,,,,,,0,,9.1
3/1/2022,2020,20210386,18485,31719,HILAND PARTNERS HOLDINGS LLC,HVL,INTRASTATE,MONTANA,0,0,0,0,0,0,0,0,8.85,0,,8.85,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8.85,0,,8.85
3/1/2022,2020,20210386,18485,31719,HILAND PARTNERS HOLDINGS LLC,HVL,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,12.95,,12.95,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,12.95,,12.95
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0.01,0,,0.01,0,0,0,4.79,0,0,0,0,0,0,,4.79,0,0,0,4.79,0,0,0,0,0.01,0,,4.8
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,KANSAS,0,0,0,0,0,0,0,1.42,0,0.51,0,1.93,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,1.42,0,0.51,0,1.94
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,MISSOURI,0,0,0,0,0,0.05,0.02,2.19,0.25,0.39,0,2.9,0,0,0,111.88,0,0,0,0,0,0,0,111.88,0,0,0,111.88,0,0.05,0.02,2.19,0.25,0.39,0,114.78
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,0,304.12,0,0,,304.12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,304.12,0,0,,304.12
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,NEBRASKA,0,0,0,0,0,0.06,0,3.79,0.13,0.41,0,4.39,0,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0.06,0,3.79,0.13,0.41,0,5.88
3/1/2022,2020,20210283,18380,31720,"EXPRESS HOLDINGS (USA), LLC",Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,0.08,0.02,211.89,0.01,0,0,212,0,0,0,69.06,0.39,0,0,0,0,0,0,69.45,0,0,0,69.06,0.39,0.08,0.02,211.89,0.01,0,0,281.45
3/1/2022,2020,20210100,18179,31721,PIPELINE TECHNOLOGY,HVL,INTRASTATE,LOUISIANA,,,,,,,,,3.3,3,,6.3,,,,,,,,,,,,0,,,,,,,,,3.3,3,,6.3
3/1/2022,2020,20210099,18166,31721,PIPELINE TECHNOLOGY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,,,22,,,22,,,,,,,,,,,,0,,,,,,,,,22,,,22
3/1/2022,2020,20210343,18440,31723,EXXONMOBIL FUELS AND LUBRICANTS COMPANY,Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210343,18440,31723,EXXONMOBIL FUELS AND LUBRICANTS COMPANY,Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210344,18441,31723,EXXONMOBIL FUELS AND LUBRICANTS COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210638,18748,31755,"NOBLE MIDSTREAM SERVICES, LLC",Crude Oil,INTRASTATE,COLORADO,,,,,,,,,,149.08,12.41,161.49,,,,,,,,,,,,0,,,,,,,,,,149.08,12.41,161.49
3/1/2022,2020,20210638,18748,31755,"NOBLE MIDSTREAM SERVICES, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,122.89,41.19,164.08,,,,,,,,,,,,0,,,,,,,,,,122.89,41.19,164.08
3/1/2022,2020,20210639,18749,31755,"NOBLE MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,7.571,0,7.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.571,0,7.571
3/1/2022,2020,20210640,18750,31755,"NOBLE MIDSTREAM SERVICES, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,COLORADO,,,,,,,,,,0.92,1.26,2.18,,,,,,,,,,,,0,,,,,,,,,,0.92,1.26,2.18
3/1/2022,2020,20210038,18093,31779,SWISSPORT FUELING INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ARIZONA,,,,,,,12.28,,,,0,12.28,,,,,,,,,,,0,0,,,,,,,12.28,,,,0,12.28
3/1/2022,2020,20210045,18100,31801,TANDEM ENERGY CORPORATION,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,0
3/1/2022,2020,20210380,18477,31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.",HVL,INTRASTATE,KANSAS,10.35,0,0,0,0,23.19,0,20.11,3.36,1.39,,58.4,,0,0,0,0,0,0,0,0,0,,0,10.35,0,0,0,0,23.19,0,20.11,3.36,1.39,,58.4
3/1/2022,2020,20210379,18476,31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,KANSAS,1.97,,,,,1.57,,,,,,3.54,,,,,,,,,,,,0,1.97,,,,,1.57,,,,,,3.54
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,0,0.1,0,0,45,,45.1,0,0,59.7,0,0,0,0,0,0,0,,59.7,0,0,59.7,0,0,0,0.1,0,0,45,,104.8
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,9,,9,0,0,9,0,0,0,0,0,0,0,,9,0,0,9,0,0,0,0,0,0,9,,18
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,1.6,,1.6,0,0,24.1,0,0,0,0,0,0,0,,24.1,0,0,24.1,0,0,0,0,0,0,1.6,,25.7
3/1/2022,2020,20210119,18189,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Crude Oil,INTRASTATE,WYOMING,0,0,0,0,0,29,57,0,0,0.2,,86.2,0,53.9,78.9,0,0,0,0,0,0,0,,132.8,0,53.9,78.9,0,0,29,57,0,0,0.2,,219
3/1/2022,2020,20210120,18190,31822,SUNCOR ENERGY (USA) PIPELINE CO.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3.71,0,0,0,0,0,,3.71,0,0,0,0,3.71,0,0,0,0,0,,3.71
3/1/2022,2020,20210444,18546,31824,"CALUMET PRINCETON REFINING, LLC",Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,32.2,0,0,0,0,0,0,,32.2,0,0,0,32.2,0,0,0,0,0,0,,32.2
3/1/2022,2020,20210456,18558,31847,"CALUMET COTTON VALLEY REFINING, LLC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210360,18457,31863,HFOTCO LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210239,18335,31864,APACHE CORPORATION,CO2,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210085,18144,31878,BRIDGER PIPELINE LLC,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,73,0,114,0,0,0,0,0,187,0,0,0,73,0,114,33,0,0,0,0,220
3/1/2022,2020,20210085,18144,31878,BRIDGER PIPELINE LLC,Crude Oil,INTERSTATE,NORTH DAKOTA,0,0,0,0,0,0,44,1,15,127,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,15,127,0,187
3/1/2022,2020,20210085,18144,31878,BRIDGER PIPELINE LLC,Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,,193,193,,,,,,,,,,,0,0,,,,,,,,,,,193,193
3/1/2022,2020,20210068,18126,31887,DUKE ENERGY KENTUCKY - LIQUID,HVL,INTRASTATE,KENTUCKY,0,0,0,0,0,1.11,0.02,0,0.42,0.34,0,1.89,0,0,0,0,1.59,0,0,0,0,0,0,1.59,0,0,0,0,1.59,1.11,0.02,0,0.42,0.34,0,3.48
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,6.5,0,92.21,,98.71,81.7,0,0,9.3,0,0,0,0,0,0,,91,81.7,0,0,9.3,0,0,0,6.5,0,92.21,,189.71
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTERSTATE,OKLAHOMA,0,0,103.8,0.1,84.9,0.1,0.9,5.5,3,0.1,,198.4,0.1,0,0,0,0,0,0,0,0,0,,0.1,0.1,0,103.8,0.1,84.9,0.1,0.9,5.5,3,0.1,,198.5
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,40.5,0.4,17.9,0.8,0.5,0,60.1,179.1,0,75.5,35.7,34.6,0,0,0,0,0,0,324.9,179.1,0,75.5,35.7,34.6,40.5,0.4,17.9,0.8,0.5,0,385
3/1/2022,2020,20210595,18703,31888,CENTURION PIPELINE L.P.,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,12,0.1,3,2,54.08,71.18,212,0,7.7,30.7,0,0,0,0,0,0,0,250.4,212,0,7.7,30.7,0,0,12,0.1,3,2,54.08,321.58
3/1/2022,2020,20210023,18075,31914,NGL SUPPLY TERMINAL COMPANY LLC,HVL,INTRASTATE,OKLAHOMA,,,,,,,,,0.057,,0,0.057,,,,,,,,,,,0,0,,,,,,,,,0.057,,0,0.057
3/1/2022,2020,20210168,18256,31919,MIDSTREAM ENERGY PARTNERS (USA) LLC,HVL,INTRASTATE,CALIFORNIA,,,,,,,,,47.16,,0,47.16,,,,,,,,,,,0,0,,,,,,,,,47.16,,0,47.16
3/1/2022,2020,20210002,18046,31933,CALCASIEU REFINING COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,5.4,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,5.4
3/1/2022,2020,20210538,18642,31937,"TPCO, LLC",Crude Oil,INTRASTATE,MISSISSIPPI,,,,,,,,,10.4,,,10.4,,,,,,,,,,,,0,,,,,,,,,10.4,,,10.4
3/1/2022,2020,20210048,18103,31943,COLT MIDSTREAM LLC,HVL,INTRASTATE,TEXAS,,,,,,,,0.86,15.5,,0,16.36,,,,,,,,,,,0,0,,,,,,,,0.86,15.5,,0,16.36
3/1/2022,2020,20210281,18378,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,Crude Oil,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210281,18378,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,Crude Oil,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0.21,0,0,0.21,0,0,15.14,0,0,0,0,0,0,0,0,15.14,0,0,15.14,0,0,0,0,0,0.21,0,0,15.35
3/1/2022,2020,20210350,18447,31957,KINDER MORGAN WINK PIPELINE LLC,Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,9,1,0,10,0,0,18,318,0,0,0,0,0,0,0,336,0,0,18,318,0,0,0,0,9,1,0,346
3/1/2022,2020,20210350,18447,31957,KINDER MORGAN WINK PIPELINE LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
3/1/2022,2020,20210476,18578,31970,"CONOCOPHILLIPS ALASKA, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALASKA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210579,18686,31994,"PANTHER OPERATING COMPANY, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,41.59,6.71,,,,48.3,,,,,,,,,,,,0,,,,,,,41.59,6.71,,,,48.3
3/1/2022,2020,20210579,18686,31994,"PANTHER OPERATING COMPANY, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,286.88,86.2,13.64,33.41,23.88,,444.01,,,,,,,,,,,,0,,,,,,286.88,86.2,13.64,33.41,23.88,,444.01
3/1/2022,2020,20210579,18686,31994,"PANTHER OPERATING COMPANY, LLC",Crude Oil,INTERSTATE,TEXAS,,,,,,22.44,,,,,,22.44,,,,,,,,,,,,0,,,,,,22.44,,,,,,22.44
3/1/2022,2020,20210320,18417,32005,"ENLINK PROCESSING SERVICES, LLC",HVL,INTERSTATE,LOUISIANA,,,,,,52.002,12.252,4.544,0,125.474,,194.272,,,,,2.544,50.08,,,,,,52.624,,,,,2.544,102.082,12.252,4.544,0,125.474,,246.896
3/1/2022,2020,20210320,18417,32005,"ENLINK PROCESSING SERVICES, LLC",HVL,INTERSTATE,TEXAS,,,,,,,,,,64.266,,64.266,,,,,,,,,,,,0,,,,,,,,,,64.266,,64.266
3/1/2022,2020,20210320,18417,32005,"ENLINK PROCESSING SERVICES, LLC",HVL,INTRASTATE,LOUISIANA,,,,,38.9,21.44,82.19,39.178,0.306,52.179,,234.193,,,,,147.48,20.47,20.47,,,,,188.42,,,,,186.38,41.91,102.66,39.178,0.306,52.179,,422.613
3/1/2022,2020,20210319,18416,32005,"ENLINK PROCESSING SERVICES, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,15.601,3.477,,1.753,,20.831,,,,,2.21,,,,,,,2.21,,,,,2.21,,15.601,3.477,,1.753,,23.041
3/1/2022,2020,20210052,18107,32007,SUPERIOR PIPELINE COMPANY L.L.C.,HVL,INTRASTATE,OKLAHOMA,0,0,0,0,0,0,0,0,11.12,24.95,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.12,24.95,0,36.07
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,NEW MEXICO,,0,0,0,0,0,6.87,0.01,21.5,0,,28.38,,0,6.57,0,0,0,0,0,0,0,,6.57,,0,6.57,0,0,0,6.87,0.01,21.5,0,,34.95
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,TEXAS,,0,0,0,0,0,3.97,0,9.99,0,,13.96,,,11.23,0,0,0,0,0,0,0,,11.23,,0,11.23,0,0,0,3.97,0,9.99,0,,25.19
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,UTAH,0,,,,,,41.13,0.71,95.09,,,136.93,0,69.49,24.55,,,,,,,,,94.04,0,69.49,24.55,,,,41.13,0.71,95.09,,,230.97
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,0,290.18,0.23,0.25,0.01,,290.67,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,290.18,0.23,0.25,0.01,,290.67
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,3.85,0.09,,3.94,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,3.85,0.09,,3.94
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,,,,,,10.15,69.73,6.17,108.78,45.27,,240.1,,,,9.49,,,,,,,,9.49,,,,9.49,,10.15,69.73,6.17,108.78,45.27,,249.59
3/1/2022,2020,20210562,18668,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Crude Oil,INTRASTATE,TEXAS,,0,0,,0,0,4.03,0,7.96,0,,11.99,,4.79,0,13.73,0,0,0,0,0,0,,18.52,,4.79,0,13.73,0,0,4.03,0,7.96,0,,30.51
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEBRASKA,,,,,,,,,58.86,0.02,,58.88,,,,,,,,,,,,0,,,,,,,,,58.86,0.02,,58.88
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,,,,,,,,15.94,58.55,0.51,,75,,,,108.49,,,,,,,,108.49,,,,108.49,,,,15.94,58.55,0.51,,183.49
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,,,,,,,,,0.35,,,0.35,,,,28.27,,,,,,,,28.27,,,,28.27,,,,,0.35,,,28.62
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,,,,,,,14.42,102.98,32.04,12.66,,162.1,,,,63.61,,,,,,,,63.61,,,,63.61,,,14.42,102.98,32.04,12.66,,225.71
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,UTAH,,,,,,,,,3.49,1.27,,4.76,,,,,,,,,,,,0,,,,,,,,,3.49,1.27,,4.76
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,,,,,0.03,0.02,,0.05,0,,,,,,,,,,,0,0,,,,,,,,0.03,0.02,,0.05
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IDAHO,,,,,,,,0.07,,,,0.07,,,,,13.23,,,,,,,13.23,,,,,13.23,,,0.07,,,,13.3
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW MEXICO,,,,,,,64.18,128.59,0.1,1.96,,194.83,,,,34.24,,,,,,,,34.24,,,,34.24,,,64.18,128.59,0.1,1.96,,229.07
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,OKLAHOMA,,,,,,,,,,3.05,,3.05,,,,,,,,,,,,0,,,,,,,,,,3.05,,3.05
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,25.87,6.41,10.1,8.79,,51.17,,,,269.1,,,,,,,,269.1,,,,269.1,,,25.87,6.41,10.1,8.79,,320.27
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,,,,,,,,,,0.11,,0.11,,,0.01,,,,,,,,,0.01,,,0.01,,,,,,,0.11,,0.12
3/1/2022,2020,20210558,18664,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WYOMING,,,,,,,,,4,,,4,,,,,,,,,,,,0,,,,,,,,,4,,,4
3/1/2022,2020,20210691,18816,32051,"MARTIN OPERATING PARTNERSHIP, L.P.",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,,0,0,11.75,0,0,0,0,0,0,0,0,,11.75,0,11.75,0,0,0,0,0,0,0,0,,11.75
3/1/2022,2020,20210692,18817,32051,"MARTIN OPERATING PARTNERSHIP, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,1.39,4.43,,5.82,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1.39,4.43,,5.82
3/1/2022,2020,20210495,18597,32052,"WHITE MARLIN OPERATING COMPANY, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210172,18260,32062,IMTT-PIPELINE,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210172,18260,32062,IMTT-PIPELINE,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
